current_path,file_type,size_bytes,sha256,model_cell,scientific_purpose,decision,reason,destination_if_moved
L796/figures/final_model/L796_final_before_after_FI_curve.png,figure,105858,75465f9e28c50ef02534f6ff1c73ac8e9db32c1352e004f289febd27afcd9c99,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/final_model/L796_final_before_after_FI_curve.png
L796/figures/final_model_v2/L796_final_v2_before_after_AP_overlay.png,figure,330650,70bbd468500d868a5b595069a2baadf0e0ca2bb47a986d8ff216a85d7e867e86,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/final_model_v2/L796_final_v2_before_after_AP_overlay.png
L796/figures/final_model_v2/L796_final_v2_before_after_FI_curve.png,figure,113313,cf7065f897dc4eab46ca0ee8eb9dcf36a07c2bafe1060627a28a8280f8f6e2cf,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/final_model_v2/L796_final_v2_before_after_FI_curve.png
L796/figures/morphology/L796_morphology_XY.png,figure,139947,187e47da6b38396c9e3b7d13c160dbf846ca782ceb65df8b1953f905e436a767,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/morphology/L796_morphology_XY.png
L796/figures/morphology/L796_morphology_XZ.png,figure,122840,0a1c3021d7c064b1940596a113829f7b4c8247ec0399ca2ac83c3c421e257989,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/morphology/L796_morphology_XZ.png
L796/figures/morphology/L796_morphology_YZ.png,figure,136180,7838f641a23ab292e1f8df5832ede7ee0cc539831a6ed593060323049e51079f,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/morphology/L796_morphology_YZ.png
L796/figures/passive/L796_passive_best_fit.png,figure,125048,44df5b83afd88ab62cfea2cef02ea167407aa0380e715c2aca17e3c3aa1daed4,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/passive/L796_passive_best_fit.png
L796/figures/step3_active_grid/L796_active_score_distribution.png,figure,61200,799ad4aab404197599621e3baa13b7f94e4947df7dc8baadee6884584085ee8a,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step3_active_grid/L796_active_score_distribution.png
L796/figures/step3_active_grid/L796_active_spike_count_distribution.png,figure,63645,2e704af27df43b6a7ac2077441c8be39580c4496748234fc7d5230a4ab280402,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step3_active_grid/L796_active_spike_count_distribution.png
L796/figures/step3_active_grid/L796_active_top3_FI_validation.png,figure,94007,b8550c52b396b036b53358da81f712a263300c7330f06f64337ddb8db053af78,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step3_active_grid/L796_active_top3_FI_validation.png
L796/figures/step4_validation/L796_step4_AIS_current_traces_overlay.png,figure,442869,7dc6bdd9e19d888af7b4e654d74689aa1727ddd11ae15193fa459e1368dd7723,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step4_validation/L796_step4_AIS_current_traces_overlay.png
L796/figures/step4_validation/L796_step4_FI_curve.png,figure,92351,43ddec93f2d9185c417ae4e800c96c26099db73150a6e9220994ec9aaa679f25,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step4_validation/L796_step4_FI_curve.png
L796/figures/step4_validation/L796_step4_frequency_curve.png,figure,88989,159ae2e91f377e99b8a50996d06dfad8f7ab5f4f3d966c5dfd4378c69b396e14,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step4_validation/L796_step4_frequency_curve.png
L796/figures/step4_validation/L796_step4_soma_current_traces_overlay.png,figure,472652,30cd2be481ae23edab612954165763d989e3dc1ea6240582823f38487b112749,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step4_validation/L796_step4_soma_current_traces_overlay.png
L796/figures/step5_final_model/L796_step5_tuned_AIS_trace_overlay.png,figure,429611,9a51f531ac222307fb4564c52e382376f58076b2145afefd70422f7c88d3731a,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/L796_step5_tuned_AIS_trace_overlay.png
L796/figures/step5_final_model/L796_step5_tuned_FI_curve.png,figure,92218,2c32c9ae0ccc827caeec311a35ba6b48664385446276e62708b96988e38c6bac,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/L796_step5_tuned_FI_curve.png
L796/figures/step5_final_model/L796_step5_tuned_frequency_curve.png,figure,91434,4d8b8a33dd0fbe388b75a8abe4efcba515e988622b9c592ea68c0dbc8fb12337,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/L796_step5_tuned_frequency_curve.png
L796/figures/step5_final_model/best_I_-10pA_ais_vs_soma_check.png,figure,132448,225a6ebcdd115af8baa8d694cce716d4ebe4f5ebde944a44e9725e328a7cbd20,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_-10pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_0pA_ais_vs_soma_check.png,figure,105839,6ddcd6b85a289d6b7df0de3ee673f18152be9dc27a2db19edae0974c38f0274e,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_0pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_100pA_ais_vs_soma_check.png,figure,264171,9d058c399653c78ed0fe629c8b80a72f252145d8458b62e74ea4845759412c4e,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_100pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_100pA_first_spike_zoom.png,figure,151649,7994781f315809887cb18ab9546627bebaf72b246551ae063ba27d68bde705e9,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_100pA_first_spike_zoom.png
L796/figures/step5_final_model/best_I_120pA_ais_vs_soma_check.png,figure,283347,71b92da87c13e307569c88f3e36995f8ca64dbbaacae78610321ca4cdc7cca5c,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_120pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_120pA_first_spike_zoom.png,figure,151019,405d107362270d62beacf4e57dc2849f6ea2f9648533a73fb7e644d2e10864d8,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_120pA_first_spike_zoom.png
L796/figures/step5_final_model/best_I_20pA_ais_vs_soma_check.png,figure,154406,b1181f08170df152b185ab488856c87e6a1c3ba4be7844146543df71b5b3b1ea,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_20pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_40pA_ais_vs_soma_check.png,figure,207119,43b24dceeb1bfb0959cd32da36380da00492ffd9bdde3fdff82c988032564c23,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_40pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_40pA_first_spike_zoom.png,figure,149471,21bd48e4cf2d90211f1df45fb39a8ff419eb528be8563c76212b6beb620552d4,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_40pA_first_spike_zoom.png
L796/figures/step5_final_model/best_I_60pA_ais_vs_soma_check.png,figure,230888,ab4cc7dc8ce903a116a51e4f7abd1d6c8879dc8b2ddd081e15e87629c331c8bb,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_60pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_60pA_first_spike_soma_visible_zoom.png,figure,143565,879d85246f7eac376ff777a1e5d8890f5bf6b74ac3c6c5a0b1756685d922bdca,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_60pA_first_spike_soma_visible_zoom.png
L796/figures/step5_final_model/best_I_60pA_first_spike_zoom.png,figure,152103,fd0f5388fb78e5b995e664f27e96abe6961c6f6560072fcb8adf3ee2e936eca2,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_60pA_first_spike_zoom.png
L796/figures/step5_final_model/best_I_60pA_soma_ais_clear_3panel.png,figure,333508,9c04336d74811658681f6e9c375ca6966a3c73d4c01464ce3fc627500167556f,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_60pA_soma_ais_clear_3panel.png
L796/figures/step5_final_model/best_I_80pA_ais_vs_soma_check.png,figure,248508,9882afaf10c418a929320bb2242c763ab3c6c05e035dcdcf83a1327d0296a578,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_80pA_ais_vs_soma_check.png
L796/figures/step5_final_model/best_I_80pA_first_spike_zoom.png,figure,152656,bc1965baf977e7a781b64e562db620211b936a50c463b01ae055c4ab174a952c,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/step5_final_model/best_I_80pA_first_spike_zoom.png
L796/figures/validation/L796_AIS_lead_over_soma.png,figure,124261,dfb7a5333ecd98284dbc1d4dddcb40f9c3ab5bf55fc5e3766700df62cdbcba6f,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/validation/L796_AIS_lead_over_soma.png
L796/figures/validation/L796_AIS_minus_soma_peak.png,figure,123944,b6af02f23e0368e72df2b0e1e9bc42d260b7e7b251132a9bd622db17ad4ba9a7,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/figures/validation/L796_AIS_minus_soma_peak.png
L796/literature_targets/06_receptor_target_values.csv,simulation/validation data,5603,c870b330b34d361eaab7d185acbb604901f48e0961b1feb5f016d154c0f685fd,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/literature_targets/06_receptor_target_values.csv
L796/literature_targets/07_channel_evidence_and_fitting.csv,simulation/validation data,9615,550dee27bb969f3dff27ce20ca122cd59c1cffe8cfca0fd81eae40eb238d2ebb,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/literature_targets/07_channel_evidence_and_fitting.csv
L796/literature_targets/L796_literature_targets.json,JSON result/data,1221,b234b36a34f0c89dd7bab342950b4c41440b32223b0ecbc40be43c1ba4bde567,L796-ALT-PN,Project metadata or historical artifact,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/literature_targets/L796_literature_targets.json
L796/mechanisms/mods/AMPA_DynSyn.mod,NMODL mechanism source,1782,d91aa61d798d8a5cd2423f244fae15651792009c9e19d0be85d806e22412c148,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/AMPA_DynSyn.mod
L796/mechanisms/mods/B_A.mod,NMODL mechanism source,1502,cfc0dc8dd558d10e96a8d3f9fb4ebd2caf335c421000ce4d2a5e3ccce63dd2b2,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/B_A.mod
L796/mechanisms/mods/B_DR.mod,NMODL mechanism source,1111,3e879c1b0a4ea0f81896495e44a8a0eacdeb6677d46706e7d9e76d8228f141a9,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/B_DR.mod
L796/mechanisms/mods/B_NA.mod,NMODL mechanism source,1894,7177506efad6b6f60f1b9ac86686617bf5ffc94b8754585e2bb1e3ae6ae77496,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/B_NA.mod
L796/mechanisms/mods/CaIntraCellDyn.mod,NMODL mechanism source,2360,1bc6be5184381f909bf8f7c0648f742143d4a1766f5d06f81c22255a7cc6328c,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/CaIntraCellDyn.mod
L796/mechanisms/mods/GABAa_DynSyn.mod,NMODL mechanism source,1644,4ba19bfd12dd0de81b34772dcecd9021a40d79139c4677699fbe73766f989576,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/GABAa_DynSyn.mod
L796/mechanisms/mods/GABAb_DynSyn.mod,NMODL mechanism source,1646,3e59e407fd6ca9aef77dd5d91701fc641842a58edc491573b2f8a84b194cb122,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/GABAb_DynSyn.mod
L796/mechanisms/mods/Glycine_DynSyn.mod,NMODL mechanism source,1768,5bd41347728ba63d131d8da5dc6061da2ea1cdfe04483a6334ef16ea071bfc29,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/Glycine_DynSyn.mod
L796/mechanisms/mods/HH2.mod,NMODL mechanism source,2598,f33efb6b8659c6e4e9c5cbde9e3bb89e411b1fdc985047646889443bf10a01c7,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/HH2.mod
L796/mechanisms/mods/HH2new.mod,NMODL mechanism source,2188,a0084d17cf17644e8e1d1b94535a1f2cbeb1cec1bdeb43f381cc0b1cc88abf7d,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/HH2new.mod
L796/mechanisms/mods/KDR.mod,NMODL mechanism source,1310,f5ee2d416b68b04019b88a43684373d1f51e00866c7a122602a64a520c4c92ad,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/KDR.mod
L796/mechanisms/mods/KDRI.mod,NMODL mechanism source,1818,fc6e0b93628d41f318c64ab134ddaa3e4f9e840be180fe5857a528ae75a3ce36,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/KDRI.mod
L796/mechanisms/mods/NK1_DynSyn.mod,NMODL mechanism source,3734,e29ed3493cedae4546cae68ca719c0e31dbd9fd4647ac8c1b009aca476e91c7d,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/NK1_DynSyn.mod
L796/mechanisms/mods/NMDA_DynSyn.mod,NMODL mechanism source,2242,cc83f9bbb0ed1cb81b07fa0a3bab9cbf81e19604a9ec5766137023d8fc08e8b4,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/NMDA_DynSyn.mod
L796/mechanisms/mods/SS.mod,NMODL mechanism source,1680,210ebd45d402872ab2c5880cd2d07a9e03ec6fdab4e2520aeef2ffa4344c6f8e,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/SS.mod
L796/mechanisms/mods/borgka.mod,NMODL mechanism source,2399,90463e07d702f203548af574b76bd29eaf8f42e347474d4ca8c47d942892a2fa,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/borgka.mod
L796/mechanisms/mods/iCaAN.mod,NMODL mechanism source,3212,93629abe92da28eb92c4cdf5803a28d582623a054e1c0e5d89fe4cbf148d5acb,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/iCaAN.mod
L796/mechanisms/mods/iCaL.mod,NMODL mechanism source,2027,9932e9ed633b8e77936c3e60a1f97984f756edd1d993016f0005b4ddae1930e2,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/iCaL.mod
L796/mechanisms/mods/iKCa.mod,NMODL mechanism source,2730,7459c6c1478306843014917e3df9366b42055c0c58cdc3d2d4b56964c3036971,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/iKCa.mod
L796/mechanisms/mods/iNaP.mod,NMODL mechanism source,2239,6f801b3815bf7a1db14f00071edc4583af0a866b30863cc83f8f2d3d9333f576,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/iNaP.mod
L796/mechanisms/mods/vecevent.mod,NMODL mechanism source,1106,ae45ebdcb50da753b89b16de76eb89d0c0eac049c3ce2c8a29b5ea78f0cb3a5f,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/vecevent.mod
L796/mechanisms/mods/vsource.mod,NMODL mechanism source,1164,2736732f087b3adb29e360d38a170b0f468bc6ddfeed6d0504543bbe6c1812d9,L796-ALT-PN,Executable membrane or synaptic mechanism source,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/mechanisms/mods/vsource.mod
L796/morphology/L796-ALT-PN.CNG.swc,morphology,169140,1abcc0b63e42fa9f3bb27f57cd82bb459159b33f11d7b856bbf33d8773e090dc,L796-ALT-PN,Cell reconstruction or morphology loader,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/morphology/L796-ALT-PN.CNG.swc
L796/morphology/L796.hoc,morphology,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,L796-ALT-PN,Cell reconstruction or morphology loader,delete,Zero-byte artifact with no executable or scientific content,
L796/parameters/L796_channels_extended_parameter_set.json,parameter/configuration,7693,e04228b67cff506a536fdd64bc4705494bcd058f326d26e0f039d65fd1656253,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/parameters/L796_channels_extended_parameter_set.json
L796/parameters/L796_final_parameter_set.json,parameter/configuration,1697,756ff9b820e7b6256921d893fb41ac7c794d736fb4c21101b49d121b5b7d45ec,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/parameters/L796_final_parameter_set.json
L796/parameters/L796_final_v2_parameter_set.json,parameter/configuration,1932,1425557fe9b100c5ef10b52b82369274b1292e5bc3ed4f2dca7ba07269941bc0,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/parameters/L796_final_v2_parameter_set.json
L796/parameters/L796_step4_final_parameter_set.json,parameter/configuration,726,1dbfbd261ae63944cf076f27e19db271f56bcc7307da84ff0f53001f80618907,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/parameters/L796_step4_final_parameter_set.json
L796/parameters/L796_step5_best_tuned_parameter_set.json,parameter/configuration,1351,02b4939e9f2dbfd866e47cdb98cbab37b5b3f31314fd86720fe752512094226b,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/parameters/L796_step5_best_tuned_parameter_set.json
L796/plots/channels/L796_A_type_K_first_spike_latency.png,figure,89768,97e1ba2cafd3ee4f1a2d7a0c6ece4623127821cc0bdf402bacb25c01b2c957f4,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/channels/L796_A_type_K_first_spike_latency.png
L796/plots/channels/L796_A_type_K_prepulse_dependence.png,figure,99213,428ef4fe27d61ea8cb26e6870aee474b04dd2d3c2b0ed09dc27c91bca1690e25,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/channels/L796_A_type_K_prepulse_dependence.png
L796/plots/channels/L796_NK1_SP_response.png,figure,76327,e9841e31d419cbf6b9a4482cca4eaea8381cd4893cf8bcc9aab25c47a2a4d201,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/channels/L796_NK1_SP_response.png
L796/plots/channels/L796_T_type_rebound_test.png,figure,103811,3ef03623f66b514042f099d1ca361136c2afecc03d5a148442130a4337b073f3,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/channels/L796_T_type_rebound_test.png
L796/plots/receptors/L796_AMPA_NMDA_summation.png,figure,120065,f9afdb13a35951a780156ef9585ab20e348d724d1f2790353fedbfddc1df1898,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/receptors/L796_AMPA_NMDA_summation.png
L796/plots/receptors/L796_EPSP_to_spike_conversion.png,figure,119188,02afc4e6166b68edd53dfe19e7daf33820b7bb1e89727cb001e216d67265e8bc,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/receptors/L796_EPSP_to_spike_conversion.png
L796/plots/receptors/L796_EPSP_traces_by_location.png,figure,109240,b75692871e3e1ba61a0220dad66d0ee9497b3d3b552a51cc27f661fe5ba17497,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/receptors/L796_EPSP_traces_by_location.png
L796/plots/receptors/L796_IPSP_traces.png,figure,149176,788bef5c1ffda689a8344dd870ebbb96202228c9adeb6cee29d8c2de6ecf35b4,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/plots/receptors/L796_IPSP_traces.png
